P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out
-14904,-15142.45634,-238.4563433,,14904,15191.01263,287.0126258
-14940,-15179.60877,-239.6087725,,14940,15228.39499,288.3949897
-14976,-15216.71922,-240.7192244,,14976,15265.82898,289.8289812
-15012,-15253.87693,-241.8769289,,15012,15303.21824,291.2182406
-15048,-15291.03732,-243.0373203,,15048,15340.61089,292.6108883
-15084,-15328.2004,-244.200398,,15084,15378.00692,294.0069248
-15120,-15365.32109,-245.3210941,,15120,15415.45507,295.4550738
-15156,-15402.48944,-246.4894423,,15156,15452.85801,296.8580099
-15192,-15439.66047,-247.660475,,15192,15490.26434,298.2643363
-15228,-15476.83419,-248.8341915,,15228,15527.67405,299.6740535
-15264,-15513.96512,-249.9651225,,15264,15565.13637,301.1363685
-15300,-15551.1441,-251.1441048,,15300,15602.55299,302.5529895
-15336,-15588.32577,-252.3257691,,15336,15639.973,303.9730027
-15372,-15625.51011,-253.5101149,,15372,15677.39641,305.3964088
-15408,-15662.65127,-254.6512716,,15408,15714.8729,306.8728984
-15444,-15699.84088,-255.8408783,,15444,15752.30321,308.3032124
-15480,-15737.03316,-257.0331646,,15480,15789.73692,309.7369207
-15516,-15774.22813,-258.2281298,,15516,15827.17402,311.1740239
-15552,-15811.3795,-259.3795031,,15552,15864.6647,312.6646966
-15588,-15848.57972,-260.5797246,,15588,15902.10871,314.1087118
-15624,-15885.78262,-261.7826232,,15624,15939.55612,315.5561234
-15660,-15922.9882,-262.9881983,,15660,15977.00693,317.0069318
-15696,-15960.14978,-264.149779,,15696,16014.5118,318.5117962
-15732,-15997.36061,-265.3606055,,15732,16051.96952,319.9695209
-15768,-16034.57411,-266.5741068,,15768,16089.43064,321.4306439
-15804,-16071.79028,-267.7902821,,15804,16126.89517,322.8951658
-15840,-16108.96206,-268.9620611,,15840,16164.41423,324.4142305
-15876,-16146.18348,-270.1834832,,15876,16201.88567,325.8856728
-15912,-16183.40758,-271.4075774,,15912,16239.36052,327.3605154
-15948,-16220.63434,-272.6343434,,15948,16276.83876,328.838759
-15984,-16257.81631,-273.8163115,,15984,16314.37203,330.3720327
-16020,-16295.04832,-275.0483194,,16020,16351.8572,331.8572008
-16056,-16332.283,-276.2829971,,16056,16389.34577,333.3457714
-16092,-16369.52034,-277.5203441,,16092,16426.83774,334.8377449
-16128,-16406.71249,-278.7124923,,16128,16464.38524,336.3852361
-16164,-16443.95508,-279.9550764,,16164,16501.88414,337.8841383
-16200,-16481.20033,-281.200328,,16200,16539.38644,339.386445
-16236,-16518.44825,-282.4482463,,16236,16576.89216,340.8921566
-16272,-16555.65057,-283.6505654,,16272,16614.45387,342.453874
-16308,-16592.90372,-284.9037163,,16308,16651.96652,343.9665186
-16344,-16630.15953,-286.1595321,,16344,16689.48257,345.4825697
-16380,-16667.41801,-287.4180123,,16380,16727.00203,347.0020277
-16416,-16704.63049,-288.6304932,,16416,16764.57798,348.57798
-16452,-16741.8942,-289.8942011,,16452,16802.10438,350.1043752
-16488,-16779.16057,-291.1605717,,16488,16839.63418,351.6341789
-16524,-16816.4296,-292.4296041,,16524,16877.16739,353.1673916
-16560,-16853.65224,-293.6522378,,16560,16914.75759,354.7575874
-16596,-16890.92649,-294.9264933,,16596,16952.29774,356.2977415
-16632,-16928.20341,-296.203409,,16632,16989.84131,357.8413061
-16668,-16965.48298,-297.4829841,,16668,17027.38828,359.3882818
-16704,-17002.71576,-298.7157616,,16704,17064.99273,360.9927298
-16740,-17040.00056,-300.0005551,,16740,17102.54665,362.546651
-16776,-17077.28801,-301.2880063,,16776,17140.10398,364.1039849
-16812,-17114.57811,-302.5781147,,16812,17177.66473,365.6647319
-16848,-17151.82103,-303.8210268,,16848,17215.28344,367.2834407
-16884,-17189.11635,-305.1163487,,16884,17252.85114,368.8511374
-16920,-17226.41433,-306.4143261,,16920,17290.42225,370.4222488
-16956,-17263.71496,-307.7149581,,16956,17327.99678,371.9967754
-16992,-17300.968,-308.9679958,,16992,17365.62975,373.6297538
-17028,-17338.27384,-310.2738368,,17028,17403.21123,375.2112343
-17064,-17375.58233,-311.5823307,,17064,17440.79613,376.7961316
-17100,-17412.89348,-312.8934769,,17100,17478.38445,378.3844461
-17136,-17450.15663,-314.1566312,,17136,17516.0317,380.0317028
-17172,-17487.47298,-315.4729816,,17172,17553.62698,381.6269754
-17208,-17524.79198,-316.7919826,,17208,17591.22567,383.2256669
-17244,-17562.11363,-318.1136335,,17244,17628.82778,384.8277776
-17280,-17599.3869,-319.3868954,,17280,17666.48932,386.4893214
-17316,-17636.71375,-320.7137458,,17316,17704.09839,388.0983945
-17352,-17674.04324,-322.0432444,,17352,17741.71089,389.7108884
-17388,-17711.37539,-323.3753905,,17388,17779.3268,391.3268038
-17424,-17748.65875,-324.658751,,17424,17817.00264,393.0026434
-17460,-17785.99609,-325.9960919,,17460,17854.62553,394.6255253
-17496,-17823.33608,-327.3360786,,17496,17892.25183,396.2518301
-17532,-17860.67871,-328.6787104,,17532,17929.88156,397.8815584
-17568,-17897.97216,-329.9721606,,17568,17967.5717,399.5717025
-17604,-17935.31998,-331.3199826,,17604,18005.2084,401.2084017
-17640,-17972.67045,-332.670448,,17640,18042.84853,402.8485258
-17676,-18010.02356,-334.0235561,,17676,18080.49208,404.4920754
-17712,-18047.32709,-335.3270869,,17712,18118.19653,406.1965329
-17748,-18084.68538,-336.6853805,,17748,18155.84706,407.8470576
-17784,-18122.04632,-338.0463151,,17784,18193.50101,409.5010093
-17820,-18159.40989,-339.4098901,,17820,18231.15839,411.1583887
-17856,-18196.72349,-340.7234926,,17856,18268.87717,412.8771683
-17892,-18234.09225,-342.0922484,,17892,18306.54153,414.5415269
-17928,-18271.46364,-343.4636429,,17928,18344.20931,416.2093148
-17964,-18308.83768,-344.8376752,,17964,18381.88053,417.8805323
-18000,-18346.16134,-346.1613405,,18000,18419.61364,419.6136428
-18036,-18383.54055,-347.5405492,,18036,18457.29184,421.2918438
-18072,-18420.92239,-348.922394,,18072,18494.97348,422.9734761
-18108,-18458.30687,-350.3068744,,18108,18532.65854,424.6585402
-18144,-18495.64059,-351.6405935,,18144,18570.40599,426.4059904
-18180,-18533.03025,-353.0302455,,18180,18608.09804,428.0980423
-18216,-18570.42253,-354.4225314,,18216,18645.79353,429.7935275
-18252,-18607.81745,-355.8174504,,18252,18683.49245,431.4924465
-18288,-18645.16121,-357.1612145,,18288,18721.25425,433.2542453
-18324,-18682.5613,-358.5613005,,18324,18758.96016,434.9601564
-18360,-18719.96402,-359.964018,,18360,18796.6695,436.6695029
-18396,-18757.36937,-361.3693663,,18396,18834.38229,438.3822854
-18432,-18794.72317,-362.7231663,,18432,18872.15844,440.1584417
-18468,-18832.13368,-364.133677,,18468,18909.87822,441.8782205
-18504,-18869.54682,-365.5468167,,18504,18947.60144,443.6014368
-18540,-18906.96258,-366.9625849,,18540,18985.32809,445.3280911
-18576,-18944.32641,-368.3264121,,18576,19023.11861,447.1186137
-18612,-18981.74734,-369.7473381,,18612,19060.85227,448.8522686
-18648,-19019.17089,-371.1708907,,18648,19098.58936,450.5893632
-18684,-19056.59707,-372.5970695,,18684,19136.3299,452.3298979
-18720,-19093.97091,-373.9709149,,18720,19174.1348,454.1347956
-18756,-19131.40225,-375.4022468,,18756,19211.88234,455.8823352
-18792,-19168.8362,-376.836203,,18792,19249.63332,457.6333166
-18828,-19206.27278,-378.272783,,18828,19287.38774,459.3877401
-18864,-19243.65664,-379.6566379,,18864,19325.20702,461.2070219
-18900,-19281.09837,-381.0983663,,18900,19362.96845,462.9684546
-18936,-19318.54272,-382.5427168,,18936,19400.73333,464.7333312
-18972,-19355.98969,-383.9896886,,18972,19438.50165,466.501652
-19008,-19393.38354,-385.3835441,,19008,19476.33533,468.3353268
-19044,-19430.83566,-386.8356598,,19044,19514.11066,470.1106612
-19080,-19468.2904,-388.2903952,,19080,19551.88944,471.8894415
-19116,-19505.74775,-389.7477496,,19116,19589.67167,473.6716682
-19152,-19543.1516,-391.1515968,,19152,19627.51974,475.5197448
-19188,-19580.61409,-392.6140906,,19188,19665.30899,477.3089894
-19224,-19618.0792,-394.0792016,,19224,19703.10168,479.101682
-19260,-19655.54693,-395.5469293,,19260,19740.89782,480.897823
-19296,-19692.96076,-396.9607594,,19296,19778.76031,482.7603105
-19332,-19730.43362,-398.4336218,,19332,19816.56347,484.5634738
-19368,-19767.9091,-399.9090992,,19368,19854.37009,486.3700871
-19404,-19805.38719,-401.3871909,,19404,19892.18015,488.1801511
-19440,-19842.811,-402.8109951,,19440,19930.06914,490.0691436
-19476,-19880.29422,-404.294217,,19476,19967.88626,491.8862577
-19512,-19917.78005,-405.7800514,,19512,20005.70682,493.706824
-19548,-19955.2685,-407.2684978,,19548,20043.53084,495.5308431
-19584,-19992.70227,-408.7022673,,19584,20081.43524,497.4352398
-19620,-20030.19584,-410.1958394,,19620,20119.26631,499.2663149
-19656,-20067.69202,-411.6920217,,19656,20157.10084,501.1008444
-19692,-20105.19081,-413.1908136,,19692,20194.93883,502.9388288
-19728,-20142.63454,-414.6345396,,19728,20232.85779,504.8577897
-19764,-20180.13845,-416.1384526,,19764,20270.70283,506.7028345
-19800,-20217.64497,-417.6449734,,19800,20308.55134,508.5513358
-19836,-20255.1541,-419.1541016,,19836,20346.40329,510.4032941
-19872,-20292.60778,-420.6077753,,19872,20384.33683,512.3368284
-19908,-20330.12202,-422.12202,,19908,20422.19585,514.1958516
-19944,-20367.63887,-423.6388702,,19944,20460.05833,516.0583333
-19980,-20405.15833,-425.1583254,,19980,20497.92427,517.9242742
-20016,-20442.62194,-426.6219381,,20016,20535.87239,519.872391
-20052,-20480.14651,-428.1465053,,20052,20573.7454,521.7454011
-20088,-20517.67368,-429.6736756,,20088,20611.62187,523.621872
-20124,-20555.20345,-431.2034486,,20124,20649.5018,525.5018041
-20160,-20592.67699,-432.6769916,,20160,20687.46451,527.4645125
-20196,-20630.21187,-434.211872,,20196,20725.35152,529.3515182
-20232,-20667.74935,-435.7493533,,20232,20763.24199,531.2419869
-20268,-20705.28943,-437.2894349,,20268,20801.13592,533.1359189
-20304,-20742.7729,-438.7728994,,20304,20839.11323,535.1132281
-20340,-20780.31808,-440.3180839,,20340,20877.01424,537.0142381
-20376,-20817.86587,-441.865867,,20376,20914.91871,538.9187132
-20412,-20855.41625,-443.416248,,20412,20952.82665,540.8266538
-20448,-20892.90963,-444.9096253,,20448,20990.81857,542.818573
-20484,-20930.4651,-446.4651047,,20484,21028.7336,544.733596
-20520,-20968.02318,-448.0231803,,20520,21066.65209,546.6520862
-20556,-21005.58385,-449.5838516,,20556,21104.57404,548.574044
-20592,-21043.08713,-451.087133,,20592,21142.58058,550.5805824
-20628,-21080.6529,-452.6528981,,20628,21180.50963,552.5096271
-20664,-21118.22126,-454.2212572,,20664,21218.44214,554.4421411
-20700,-21155.79221,-455.7922096,,20700,21256.37812,556.3781249
-20736,-21193.30539,-457.3053864,,20736,21294.39929,558.3992917
-20772,-21230.88143,-458.8814281,,20772,21332.34237,560.3423668
-20808,-21268.46006,-460.4600614,,20808,21370.28891,562.2889134
-20844,-21306.04129,-462.0412857,,20844,21408.23893,564.2389319
-20880,-21343.56435,-463.5643493,,20880,21446.27474,566.2747363
-20916,-21381.15066,-465.1506584,,20916,21484.23185,568.2318505
-20952,-21418.73956,-466.7395569,,20952,21522.19244,570.1924383
-20988,-21456.33104,-468.3310441,,20988,21560.1565,572.1565003
-21024,-21493.86399,-469.8639857,,21024,21598.20695,574.2069515
-21060,-21531.46055,-471.4605531,,21060,21636.17811,576.1781136
-21096,-21569.05971,-473.0597076,,21096,21674.15275,578.1527515
-21132,-21606.66145,-474.6614485,,21132,21712.13087,580.1308657
-21168,-21644.20426,-476.2042595,,21168,21750.19597,582.195973
-21204,-21681.81108,-477.8110762,,21204,21788.18119,584.1811917
-21240,-21719.42048,-479.4204776,,21240,21826.16989,586.1698884
-21276,-21757.03246,-481.032463,,21276,21864.16206,588.1620635
-21312,-21794.58513,-482.5851348,,21312,21902.24184,590.2418362
-21348,-21832.20219,-484.2021916,,21348,21940.24112,592.2411203
-21384,-21869.82183,-485.8218308,,21384,21978.24388,594.2438846
-21420,-21907.44405,-487.4440518,,21420,22016.25013,596.2501294
-21456,-21945.00658,-489.0065757,,21456,22054.34458,598.3445768
-21492,-21982.63386,-490.6338636,,21492,22092.35794,600.3579351
-21528,-22020.26373,-492.2637315,,21528,22130.37478,602.3747757
-21564,-22057.89618,-493.896179,,21564,22168.3951,604.3950991
-21600,-22095.46855,-495.4685464,,21600,22206.50423,606.5042304
-21636,-22133.10606,-497.1060562,,21636,22244.53167,608.5316717
-21672,-22170.74614,-498.7461438,,21672,22282.5626,610.5625975
-21708,-22208.38881,-500.3888086,,21708,22320.59701,612.5970082
-21744,-22245.9597,-501.9596978,,21744,22358.72083,614.7208328
-21780,-22283.6074,-503.6074035,,21780,22396.76237,616.7623659
-21816,-22321.25768,-505.2576847,,21816,22434.80739,618.8073857
-21852,-22358.91054,-506.9105409,,21852,22472.85589,620.8558925
-21888,-22396.48637,-508.4863681,,21888,22510.99442,622.9944198
-21924,-22434.14425,-510.1442535,,21924,22549.05005,625.0500535
-21960,-22471.80471,-511.8047122,,21960,22587.10918,627.1091761
-21996,-22509.46774,-513.4677435,,21996,22625.17179,629.1717879
-22032,-22547.05327,-515.0532673,,22032,22663.32503,631.3250271
-22068,-22584.72132,-516.7213235,,22068,22701.39477,633.3947704
-22104,-22622.39195,-518.3919506,,22104,22739.468,635.4680046
-22140,-22660.06515,-520.0651482,,22140,22777.54473,637.5447303
-22176,-22697.66036,-521.6603602,,22176,22815.71269,639.7126908
-22212,-22735.33858,-523.3385782,,22212,22853.79655,641.7965524
-22248,-22773.01936,-525.0193649,,22248,22891.88391,643.8839071
-22284,-22810.70272,-526.7027196,,22284,22929.97476,645.9747556
-22320,-22848.30761,-528.3076115,,22320,22968.15745,648.1574468
-22356,-22885.99598,-529.9959823,,22356,23006.25544,650.2554356
-22392,-22923.68692,-531.6869196,,22392,23044.35692,652.3569198
-22428,-22961.38042,-533.3804227,,22428,23082.4619,654.4618998
-22464,-22999.07649,-535.076491,,22464,23120.57038,656.5703762
-22500,-23036.6935,-536.6935008,,22500,23158.77146,658.771456
-22536,-23074.39458,-538.3945797,,22536,23196.88708,660.8870785
-22572,-23112.09822,-540.0982221,,22572,23235.0062,663.006199
-22608,-23149.80443,-541.8044276,,22608,23273.12882,665.1288181
-22644,-23187.4311,-543.4310983,,22644,23311.34465,667.3446498
-22680,-23225.14231,-545.14231,,22680,23349.47442,669.4744194
-22716,-23262.85608,-546.856083,,22716,23387.60769,671.6076893
-22752,-23300.57242,-548.5724166,,22752,23425.74446,673.7444601
-22788,-23338.20874,-550.20874,,22788,23463.97505,675.975053
-22824,-23375.93008,-551.9300755,,22824,23502.11898,678.1189787
-22860,-23413.65397,-553.65397,,22860,23540.26641,680.266407
-22896,-23451.38042,-555.380423,,22896,23578.41734,682.4173383
-22932,-23489.02639,-557.0263907,,22932,23616.6627,684.6627019
-22968,-23526.75784,-558.7578412,,22968,23654.82079,686.8207927
-23004,-23564.49185,-560.4918484,,23004,23692.98239,688.9823882
-23040,-23602.22841,-562.2284118,,23040,23731.14749,691.147489
-23076,-23639.88402,-563.8840155,,23076,23769.40763,693.4076328
-23112,-23677.62557,-565.625572,,23112,23807.5799,695.5798976
-23148,-23715.36968,-567.369683,,23148,23845.75567,697.7556694
-23184,-23753.11635,-569.1163481,,23184,23883.93495,699.9349486
-23220,-23790.78158,-570.7815794,,23220,23922.20988,702.209882
-23256,-23828.53323,-572.5332331,,23256,23960.39633,704.3963298
-23292,-23866.28744,-574.2874391,,23292,23998.58629,706.5862868
-23328,-23904.0442,-576.0441969,,23328,24036.77975,708.7797534
-23364,-23941.71905,-577.7190476,,23364,24075.06949,711.0694859
-23400,-23979.48079,-579.4807897,,23400,24113.27013,713.2701258
-23436,-24017.24508,-581.2450818,,23436,24151.47428,715.4742769
-23472,-24055.01192,-583.0119234,,23472,24189.68194,717.6819399
-23508,-24092.69639,-584.6963853,,23508,24227.98648,719.9864811
-23544,-24130.46821,-586.4682069,,23544,24266.20132,722.2013219
-23580,-24168.24258,-588.2425763,,23580,24304.41968,724.4196762
-23616,-24206.01949,-590.0194929,,23616,24342.64154,726.6415446
-23652,-24243.71356,-591.7135576,,23652,24380.9609,728.960904
-23688,-24281.49545,-593.4954499,,23688,24419.18995,731.1899547
-23724,-24319.27989,-595.2798877,,23724,24457.42252,733.4225212
-23760,-24357.06687,-597.0668706,,23760,24495.6586,735.658604
-23796,-24394.77053,-598.7705299,,23796,24533.99279,737.9927912
-23832,-24432.56248,-600.562484,,23832,24572.23606,740.2360609
-23868,-24470.35698,-602.3569815,,23868,24610.48285,742.4828486
-23904,-24508.15402,-604.1540218,,23904,24648.73315,744.7331549
-23940,-24545.86727,-605.8672674,,23940,24687.08218,747.0821793
-23976,-24583.66927,-607.6692747,,23976,24725.33968,749.3396771
-24012,-24621.47382,-609.473823,,24012,24763.6007,751.6006951
-24048,-24659.28091,-611.2809119,,24048,24801.86523,753.8652339
-24084,-24697.00374,-613.0037356,,24084,24840.22911,756.2291051
-24120,-24734.81579,-614.8157872,,24120,24878.50084,758.50084
-24156,-24772.63038,-616.6303776,,24156,24916.7761,760.7760973
-24192,-24810.44751,-618.4475063,,24192,24955.05488,763.0548777
-24228,-24848.1799,-620.1798999,,24228,24993.43361,765.4336054
-24264,-24886.00199,-622.001987,,24264,25031.71959,767.7195864
-24300,-24923.82661,-623.8266107,,24300,25070.00909,770.0090922
-24336,-24961.65377,-625.6537705,,24336,25108.30212,772.3021232
-24372,-24999.39573,-627.3957258,,24372,25146.69572,774.6957169
-24408,-25037.22784,-629.2278397,,24408,25184.99595,776.9959532
-24444,-25075.06249,-631.0624879,,24444,25223.29972,779.2997164
-24480,-25112.89967,-632.89967,,24480,25261.60701,781.6070072
-24516,-25150.65118,-634.6511788,,24516,25300.01548,784.0154766
-24552,-25188.49331,-636.4933106,,24552,25338.32998,786.3299773
-24588,-25226.33797,-638.3379747,,24588,25376.64801,788.6480071
-24624,-25264.18517,-640.1851704,,24624,25414.96957,790.9695667
-24660,-25301.94622,-641.9462244,,24660,25453.39292,793.3929214
-24696,-25339.79837,-643.7983656,,24696,25491.7217,795.7216956
-24732,-25377.65304,-645.6530367,,24732,25530.054,798.0540011
-24768,-25415.42121,-647.421215,,24768,25568.48856,800.4885647
-24804,-25453.28083,-649.2808283,,24804,25606.82809,802.8280884
-24840,-25491.14297,-651.14297,,24840,25645.17115,805.1711451
-24876,-25529.00764,-653.0076395,,24876,25683.51774,807.5177356
-24912,-25566.78535,-654.7853488,,24912,25721.9672,809.9672014
-24948,-25604.65496,-656.6549563,,24948,25760.32101,812.3210146
-24984,-25642.52709,-658.5270898,,24984,25798.67836,814.6783631
-25020,-25680.40175,-660.4017489,,25020,25837.03925,817.0392475
-25056,-25718.18898,-662.1889811,,25056,25875.50363,819.5036253
-25092,-25756.06857,-664.0685739,,25092,25913.87174,821.8717371
-25128,-25793.95069,-665.9506906,,25128,25952.24339,824.2433866
-25164,-25831.83533,-667.8353306,,25164,25990.61857,826.6185742
-25200,-25869.63208,-669.6320775,,25200,26029.09787,829.0978736
-25236,-25907.52165,-671.521647,,25236,26067.48029,831.4802932
-25272,-25945.41374,-673.4137382,,25272,26105.86625,833.8662528
-25308,-25983.30835,-675.3083505,,25308,26144.25575,836.2557528
-25344,-26021.1146,-677.1146039,,25344,26182.74998,838.7499836
-25380,-26059.01414,-679.0141414,,25380,26221.14672,841.1467202
-25416,-26096.9162,-680.9161984,,25416,26259.547,843.5469991
-25452,-26134.82077,-682.8207743,,25452,26297.95082,845.9508207
-25488,-26172.63653,-684.6365262,,25488,26336.45999,848.4599925
-25524,-26210.54602,-686.546023,,25524,26374.87106,850.8710554
-25560,-26248.45804,-688.4580371,,25560,26413.28566,853.2856627
-25596,-26286.37257,-690.3725679,,25596,26451.70382,855.7038151
-25632,-26324.19781,-692.1978103,,25632,26490.22794,858.2279377
-25668,-26362.11726,-694.1172577,,25668,26528.65334,860.6533361
-25704,-26400.03922,-696.0392203,,25704,26567.08228,863.0822812
-25740,-26437.9637,-697.9636974,,25740,26605.51477,865.5147736
-25776,-26475.79842,-699.798422,,25776,26644.05386,868.0538568
-25812,-26513.72781,-701.7278115,,25812,26682.4936,870.4935999
-25848,-26551.65971,-703.6597139,,25848,26720.93689,872.9368919
-25884,-26589.59413,-705.5941287,,25884,26759.38373,875.3837336
-25920,-26627.43833,-707.4383275,,25920,26797.96757,877.9675722
-25956,-26665.37765,-709.3776504,,25956,26836.42171,880.4217136
-25992,-26703.31948,-711.3194841,,25992,26874.87941,882.8794063
-26028,-26741.26383,-713.2638279,,26028,26913.34065,885.3406509
-26064,-26779.11749,-715.1174928,,26064,26951.94239,887.9423948
-26100,-26817.06674,-717.0667405,,26100,26990.41095,890.4109479
-26136,-26855.0185,-719.0184968,,26136,27028.88305,892.8830546
-26172,-26892.97276,-720.9727611,,26172,27067.35872,895.3587155
-26208,-26930.83588,-722.835884,,26208,27105.97569,897.9756924
-26244,-26968.79505,-724.7950479,,26244,27144.45867,900.4586667
-26280,-27006.75672,-726.7567182,,26280,27182.9452,902.9451968
-26316,-27044.72089,-728.7208943,,26316,27221.43528,905.4352834
-26352,-27082.59347,-730.5934672,,26352,27260.0675,908.0675034
-26388,-27120.56254,-732.5625388,,26388,27298.56491,910.5649081
-26424,-27158.53411,-734.5341145,,26424,27337.06587,913.065871
-26460,-27196.50819,-736.5081938,,26460,27375.57039,915.5703927
-26496,-27234.39021,-738.3902087,,26496,27414.21787,918.217866
-26532,-27272.36918,-740.3691793,,26532,27452.72971,920.7297106
-26568,-27310.35065,-742.3506519,,26568,27491.24512,923.2451157
-26604,-27348.33463,-744.3346259,,26604,27529.76408,925.7640818
-26640,-27386.22607,-746.2260747,,26640,27568.42682,928.4268185
-26676,-27424.21494,-748.2149358,,26676,27606.95311,930.9531124
-26712,-27462.2063,-750.2062967,,26712,27645.48297,933.482969
-26748,-27500.20016,-752.2001569,,26748,27684.01639,936.0163891
-26784,-27538.10103,-754.1010316,,26784,27722.6944,938.6943993
-26820,-27576.09977,-756.0997746,,26820,27761.23515,941.2351519
-26856,-27614.10102,-758.1010152,,26856,27799.77947,943.7794696
-26892,-27652.10475,-760.104753,,26892,27838.32735,946.327353
-26928,-27690.01505,-762.0150456,,26928,27877.02065,949.0206469
-26964,-27728.02366,-764.023662,,26964,27915.57587,951.5758677
-27000,-27766.03477,-766.0347738,,27000,27954.13466,954.1346559
-27036,-27804.04838,-768.0483807,,27036,27992.69701,956.6970121
-27072,-27841.96808,-769.9680832,,27072,28031.4056,959.4055999
-27108,-27879.98656,-771.9865644,,27108,28069.9753,961.9752982
-27144,-27918.00754,-774.007539,,27144,28108.54857,964.5485664
-27180,-27956.03101,-776.0310063,,27180,28147.1254,967.1254048
-27216,-27993.96011,-777.9601108,,27216,28185.8493,969.8492967
-27252,-28031.98845,-779.9884484,,27252,28224.43348,972.4334822
-27288,-28070.01928,-782.0192771,,27288,28263.02124,975.0212397
-27324,-28108.0526,-784.0525965,,27324,28301.61257,977.61257
-27360,-28145.99109,-785.9910949,,27360,28340.35178,980.3517761
-27396,-28184.02928,-788.0292803,,27396,28378.95046,982.9504582
-27432,-28222.06995,-790.0699548,,27432,28417.55271,985.5527147
-27468,-28260.11312,-792.1131177,,27468,28456.15855,988.1585462
-27504,-28298.061,-794.0610021,,27504,28494.91308,990.9130769
-27540,-28336.10903,-796.1090268,,27540,28533.52627,993.5262651
-27576,-28374.15954,-798.1595385,,27576,28572.14303,996.14303
-27612,-28412.21254,-800.2125364,,27612,28610.76337,998.7633723
-27648,-28450.1698,-802.1697989,,27648,28649.53324,1001.533238
-27684,-28488.22765,-804.2276545,,27684,28688.16094,1004.160942
-27720,-28526.28799,-806.2879949,,27720,28726.79222,1006.792225
-27756,-28564.35082,-808.3508194,,27756,28765.42709,1009.427087
-27792,-28602.31745,-810.317452,,27792,28804.2123,1012.212298
-27828,-28640.38513,-812.3851301,,27828,28842.85453,1014.854527
-27864,-28678.45529,-814.4552907,,27864,28881.50034,1017.500337
-27900,-28716.52793,-816.5279333,,27900,28920.14973,1020.14973
-27936,-28754.50393,-818.5039281,,27936,28958.9503,1022.950295
-27972,-28792.58142,-820.5814201,,27972,28997.60706,1025.607059
-28008,-28830.66139,-822.6613926,,28008,29036.26741,1028.267407
-28044,-28868.74384,-824.7438449,,28044,29074.93134,1030.931339
-28080,-28906.72919,-826.7291939,,28080,29113.74727,1033.74727
-28116,-28944.81649,-828.8164914,,28116,29152.41858,1036.418578
-28152,-28982.90627,-830.9062672,,28152,29191.09347,1039.093472
-28188,-29020.99852,-832.9985208,,28188,29229.77195,1041.771953
-28224,-29059.09325,-835.0932515,,28224,29268.45402,1044.454022
-28260,-29097.09031,-837.0903108,,28260,29307.28912,1047.289123
-28296,-29135.18988,-839.1898816,,28296,29345.97857,1049.978573
-28332,-29173.29193,-841.2919279,,28332,29384.67161,1052.671613
-28368,-29211.39645,-843.3964493,,28368,29423.36824,1055.368242
-28404,-29249.40285,-845.4028451,,28404,29462.21873,1058.218732
-28440,-29287.5122,-847.5122024,,28440,29500.92275,1060.922748
-28476,-29325.62403,-849.6240331,,28476,29539.63036,1063.630356
-28512,-29363.73834,-851.7383368,,28512,29578.34156,1066.341556
-28548,-29401.75406,-853.7540611,,28548,29617.20745,1069.207445
-28584,-29439.8732,-855.8731966,,28584,29655.92604,1071.926037
-28620,-29477.9948,-857.9948033,,28620,29694.64822,1074.648223
-28656,-29516.11888,-860.1188808,,28656,29733.374,1077.374003
-28692,-29554.14393,-862.1439259,,28692,29772.2553,1080.255302
-28728,-29592.27283,-864.2728311,,28728,29810.98848,1082.988479
-28764,-29630.40421,-866.4042054,,28764,29849.72525,1085.725252
-28800,-29668.53805,-868.5380484,,28800,29888.46562,1088.465622
-28836,-29706.57241,-870.5724064,,28836,29927.36234,1091.362341
-28872,-29744.71107,-872.711073,,28872,29966.11011,1094.110113
-28908,-29782.85221,-874.8522065,,28908,30004.86148,1096.861483
-28944,-29820.99581,-876.9958066,,28944,30043.61645,1099.616453
-28980,-29859.02354,-879.0235431,,28980,30082.5286,1102.528602
-29016,-29897.17195,-881.1719452,,29016,30121.29098,1105.290978
-29052,-29935.32281,-883.3228123,,29052,30160.05696,1108.056956
-29088,-29973.47614,-885.4761437,,29088,30198.82653,1110.826535
-29124,-30011.50507,-887.5050679,,29124,30237.75412,1113.754124
-29160,-30049.66319,-889.6631885,,29160,30276.53112,1116.531115
-29196,-30087.82377,-891.823772,,29196,30315.31171,1119.311709
-29232,-30125.85953,-893.8595304,,29232,30354.25094,1122.250938
-29268,-30164.0249,-896.0249,,29268,30393.03895,1125.038948
-29304,-30202.19273,-898.1927308,,29304,30431.83056,1127.830563
-29340,-30240.36302,-900.3630224,,29340,30470.62578,1130.625783
-29376,-30278.40793,-902.4079332,,29376,30509.58047,1133.580471
-29412,-30316.58301,-904.5830068,,29412,30548.38311,1136.383112
-29448,-30354.76054,-906.7605397,,29448,30587.18936,1139.189361
-29484,-30392.94053,-908.9405311,,29484,30625.99922,1141.999217
-29520,-30430.99459,-910.9945866,,29520,30664.96938,1144.969375
-29556,-30469.17936,-913.1793561,,29556,30703.78666,1147.786657
-29592,-30507.36658,-915.3665827,,29592,30742.60755,1150.607549
-29628,-30545.55627,-917.5562657,,29628,30781.43205,1153.432051
-29664,-30583.61946,-919.6194583,,29664,30820.41769,1156.417689
-29700,-30621.81392,-921.8139154,,29700,30859.24962,1159.249622
