P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out
-15372,-14670.29311,701.7068919,,15372,14651.29449,720.7055101
-15408,-14702.4308,705.5692023,,15408,14683.48251,724.517488
-15444,-14737.25884,706.7411559,,15444,14718.04496,725.9550449
-15480,-14772.08421,707.9157919,,15480,14752.60413,727.39587
-15516,-14806.90689,709.0931095,,15516,14787.16004,728.8399645
-15552,-14839.03487,712.9651273,,15552,14819.33418,732.6658152
-15588,-14873.8524,714.1475993,,15588,14853.88324,734.1167593
-15624,-14908.66725,715.3327512,,15624,14888.42902,735.5709754
-15660,-14943.47942,716.5205824,,15660,14922.97154,737.0284649
-15696,-14975.5977,720.4022987,,15696,14955.13181,740.8681925
-15732,-15010.40472,721.5952796,,15732,14989.66746,742.3325358
-15768,-15045.20906,722.790938,,15768,15024.19984,743.8001552
-15804,-15080.01073,723.9892732,,15804,15058.72895,745.2710518
-15840,-15112.11932,727.8806792,,15840,15090.87534,749.1246603
-15876,-15146.91584,729.0841595,,15876,15125.39759,750.602415
-15912,-15181.70969,730.2903148,,15912,15159.91655,752.0834495
-15948,-15216.50086,731.4991445,,15948,15194.43223,753.5677653
-15984,-15248.59977,735.4002315,,15984,15226.56474,757.4352588
-16020,-15283.3858,736.6142016,,16020,15261.07356,758.9264368
-16056,-15318.16916,737.8308444,,16056,15295.5791,760.4208985
-16092,-15352.94984,739.0501592,,16092,15330.08135,761.9186453
-16128,-15385.03908,742.9609184,,16128,15362.19997,765.8000281
-16164,-15419.81463,744.1853689,,16164,15396.69536,767.3046412
-16200,-15454.58751,745.4124897,,16200,15431.18746,768.8125419
-16236,-15489.35772,746.64228,,16236,15465.67627,770.3237314
-16272,-15521.4373,750.5627028,,16272,15497.78099,774.2190079
-16308,-15556.20238,751.7976242,,16308,15532.26293,775.7370679
-16344,-15590.96479,753.0352134,,16344,15566.74158,777.2584193
-16380,-15625.72453,754.2754699,,16380,15601.21694,778.7830633
-16416,-15657.79445,758.2055474,,16416,15633.30776,782.6922378
-16452,-15692.54907,759.4509303,,16452,15667.77624,784.2237565
-16488,-15727.30102,760.6989786,,16488,15702.24143,785.7585702
-16524,-15762.05031,761.9496917,,16524,15736.70332,787.2966802
-16560,-15794.11058,765.8894152,,16560,15768.78024,791.2197574
-16596,-15828.85475,767.1452502,,16596,15803.23525,792.7647463
-16632,-15863.59625,768.4037481,,16632,15837.68697,794.3130339
-16668,-15898.33509,769.6649084,,16668,15872.13538,795.8646214
-16704,-15930.38573,773.6142693,,16704,15904.19839,799.8016059
-16740,-15965.11945,774.8805469,,16740,15938.63992,801.3600764
-16776,-15999.85051,776.149485,,16776,15973.07815,802.9218493
-16812,-16034.57892,777.4210831,,16812,16007.51307,804.4869258
-16848,-16066.61993,781.3800727,,16848,16039.56218,808.4378224
-16884,-16101.34322,782.6567835,,16884,16073.99021,810.0097859
-16920,-16136.06385,783.9361524,,16920,16108.41494,811.5850555
-16956,-16170.78182,785.2181789,,16956,16142.83637,813.1636323
-16992,-16202.81321,789.1867885,,16992,16174.87155,817.1284458
-17028,-16237.52608,790.473923,,17028,16209.28609,818.7139137
-17064,-16272.23629,791.7637134,,17064,16243.69731,820.3026913
-17100,-16306.94384,793.0561589,,17100,16278.10522,821.8947796
-17136,-16338.96562,797.0343799,,17136,16310.12649,825.8735149
-17172,-16373.66807,798.3319288,,17172,16344.5275,827.4724986
-17208,-16408.36787,799.6321312,,17208,16378.9252,829.0747953
-17244,-16443.06501,800.9349863,,17244,16413.31959,830.6804063
-17280,-16475.07719,804.92281,,17280,16445.32693,834.6730685
-17316,-16509.76924,806.230764,,17316,16479.71442,836.285579
-17352,-16544.45863,807.541369,,17352,16514.09859,837.9014061
-17388,-16579.14538,808.8546244,,17388,16548.47945,839.5205509
-17424,-16611.14796,812.8520421,,17424,16580.47285,843.5271451
-17460,-16645.82961,814.1703918,,17460,16614.84681,845.1531935
-17496,-16680.50861,815.4913902,,17496,16649.21744,846.782562
-17532,-16715.18496,816.8150366,,17532,16683.58475,848.4152516
-17568,-16747.17796,820.8220397,,17568,16715.56422,852.435783
-17604,-16781.84922,822.1507757,,17604,16749.92462,854.0753804
-17640,-16816.51784,823.482158,,17640,16784.2817,855.7183013
-17676,-16851.18381,824.816186,,17676,16818.63545,857.3645469
-17712,-16883.16723,828.832766,,17712,16850.60098,861.3990207
-17748,-16917.82812,830.1718791,,17748,16884.94782,863.0521781
-17784,-16952.48636,831.513636,,17784,16919.29134,864.7086623
-17820,-16987.14196,832.8580363,,17820,16953.63153,866.3684746
-17856,-17019.11582,836.8841845,,17856,16985.5831,870.4168963
-17892,-17053.76633,838.2336653,,17892,17019.91638,872.0836245
-17928,-17088.41421,839.5857876,,17928,17054.24632,873.753683
-17964,-17123.05945,840.9405509,,17964,17088.57293,875.427073
-18000,-17155.02374,844.9762587,,18000,17120.51055,879.4894479
-18036,-17189.6639,846.3360979,,18036,17154.83024,881.1697579
-18072,-17224.30142,847.6985763,,18072,17189.1466,882.8534015
-18108,-17258.93631,849.0636932,,18108,17223.45962,884.5403798
-18144,-17290.89105,853.1089522,,18144,17255.38329,888.6167135
-18180,-17325.52086,854.4791405,,18180,17289.68938,890.310616
-18216,-17360.14803,855.8519656,,18216,17323.99214,892.0078555
-18252,-17394.77257,857.227427,,18252,17358.29157,893.708433
-18288,-17426.71777,861.2822285,,18288,17390.20127,897.7987311
-18324,-17461.33724,862.6627567,,18324,17424.49376,899.5062369
-18360,-17495.95408,864.0459193,,18360,17458.78292,901.217083
-18396,-17530.56828,865.4317158,,18396,17493.06873,902.9312704
-18432,-17562.50395,869.4960512,,18432,17524.96446,907.0355385
-18468,-17597.11309,870.8869101,,18468,17559.24334,908.7566583
-18504,-17631.7196,872.2804009,,18504,17593.51888,910.4811216
-18540,-17666.32348,873.6765233,,18540,17627.79107,912.2089295
-18576,-17698.24962,877.7503842,,18576,17659.67283,916.3271734
-18612,-17732.84844,879.1515644,,18612,17693.93808,918.0619178
-18648,-17767.44463,880.5553743,,18648,17728.19999,919.8000091
-18684,-17802.03819,881.9618133,,18684,17762.45855,921.5414482
-18720,-17833.95481,886.0451912,,18720,17794.32633,925.6736736
-18756,-17868.54332,887.4566835,,18756,17828.57795,927.4220532
-18792,-17903.1292,888.8708032,,18792,17862.82622,929.173783
-18828,-17937.71245,890.2875497,,18828,17897.07114,930.9288637
-18864,-17969.61956,894.380436,,18864,17928.92492,935.0750766
-18900,-18004.19777,895.8022312,,18900,17963.1629,936.8371021
-18936,-18038.77335,897.2266515,,18936,17997.39752,938.6024808
-18972,-18073.3463,898.6536961,,18972,18031.62879,940.3712138
-19008,-18105.24392,902.7560824,,19008,18063.46858,944.5314201
-19044,-18139.81183,904.1881713,,19044,18097.6929,946.3071019
-19080,-18174.37712,905.622883,,19080,18131.91386,948.0861401
-19116,-18208.93978,907.0602167,,19116,18166.13146,949.8685358
-19152,-18240.82791,911.1720944,,19152,18197.95726,954.0427415
-19188,-18275.38553,912.6144679,,19188,18232.16791,955.8320901
-19224,-18309.94054,914.0594617,,19224,18266.3752,957.6247983
-19260,-18344.49292,915.5070753,,19260,18300.57913,959.4208671
-19296,-18376.37156,919.628436,,19296,18332.39092,963.6090783
-19332,-18410.91892,921.0810848,,19332,18366.5879,965.4121041
-19368,-18445.46365,922.5363517,,19368,18400.78151,967.2184927
-19404,-18480.00576,923.9942359,,19404,18434.97175,969.0282451
-19440,-18511.87493,928.1250712,,19440,18466.31414,973.6858649
-19476,-18546.41201,929.5879862,,19476,18500.49738,975.5026225
-19512,-18580.94648,931.0535169,,19512,18534.67725,977.3227458
-19548,-18615.47834,932.5216627,,19548,18568.85376,979.1462359
-19584,-18647.33804,936.661964,,19584,18600.1501,983.8499017
-19620,-18681.86486,938.1351361,,19620,18634.3196,985.6804038
-19656,-18716.38908,939.6109216,,19656,18668.48573,987.5142745
-19692,-18750.91068,941.0893198,,19692,18702.64849,989.3515149
-19728,-18782.76092,945.2390787,,19728,18733.93083,994.0691712
-19764,-18817.2775,946.7224987,,19764,18768.08657,995.9134272
-19800,-18851.79147,948.2085298,,19800,18802.23895,997.7610549
-19836,-18886.30283,949.6971712,,19836,18836.38794,999.6120552
-19872,-18918.14362,953.8563795,,19872,18867.65629,1004.343709
-19908,-18952.64996,955.3500383,,19908,18901.79827,1006.201728
-19944,-18987.15369,956.8463058,,19944,18935.93688,1008.063122
-19980,-19021.65482,958.3451814,,19980,18970.07211,1009.927892
-20016,-19053.48617,962.5138304,,20016,19001.32645,1014.67355
-20052,-19087.98228,964.017719,,20052,19035.45466,1016.545342
-20088,-19122.47579,965.5242138,,20088,19069.57949,1018.420512
-20124,-19156.96669,967.0333145,,20124,19103.70094,1020.299061
-20160,-19188.7886,971.211396,,20160,19134.94127,1025.058729
-20196,-19223.27449,972.7255051,,20196,19169.0557,1026.944304
-20232,-19257.75778,974.2422183,,20232,19203.16674,1028.83326
-20268,-19292.23847,975.7615349,,20268,19237.2744,1030.725597
-20304,-19324.05096,979.9490405,,20304,19268.50072,1035.499283
-20340,-19358.52664,981.4733611,,20340,19302.60135,1037.39865
-20376,-19392.99972,983.0002835,,20376,19336.6986,1039.301401
-20412,-19427.47019,984.529807,,20412,19370.79246,1041.207535
-20448,-19459.27327,988.7267283,,20448,19402.00475,1045.995247
-20484,-19493.73875,990.2612514,,20484,19436.09158,1047.908416
-20520,-19528.20163,991.7983739,,20520,19470.17503,1049.82497
-20556,-19562.6619,993.3380953,,20556,19504.25509,1051.744912
-20592,-19594.45558,997.5444239,,20592,19535.45334,1056.546656
-20628,-19628.91086,999.0891404,,20628,19569.52636,1058.473635
-20664,-19663.36355,1000.636454,,20664,19603.596,1060.404004
-20700,-19697.81364,1002.186364,,20700,19637.66224,1062.337763
-20736,-19729.59791,1006.402092,,20736,19668.84645,1067.153545
-20772,-19764.04301,1007.956993,,20772,19702.90565,1069.094346
-20808,-19798.48551,1009.514488,,20808,19736.96146,1071.038538
-20844,-19832.92542,1011.074578,,20844,19771.01388,1072.986122
-20880,-19864.7003,1015.299696,,20880,19802.18405,1077.815951
-20916,-19899.13523,1016.864773,,20916,19836.22942,1079.770581
-20952,-19933.56756,1018.432441,,20952,19870.27139,1081.728606
-20988,-19967.9973,1020.002702,,20988,19904.30997,1083.690027
-21024,-19999.7628,1024.237203,,21024,19935.46609,1088.533909
-21060,-20034.18755,1025.812445,,21060,19969.49762,1090.502379
-21096,-20068.60972,1027.390278,,21096,20003.52575,1092.474246
-21132,-20103.0293,1028.9707,,21132,20037.55049,1094.449512
-21168,-20134.78542,1033.214575,,21168,20068.69255,1099.307454
-21204,-20169.20003,1034.799975,,21204,20102.71023,1101.289773
-21240,-20203.61204,1036.387963,,21240,20136.72451,1103.275492
-21276,-20238.02146,1037.978538,,21276,20170.73539,1105.264612
-21312,-20269.76822,1042.231778,,21312,20201.86338,1110.136623
-21348,-20304.17267,1043.827326,,21348,20235.8672,1112.1328
-21384,-20338.57454,1045.42546,,21384,20269.86762,1114.13238
-21420,-20372.97382,1047.026179,,21420,20303.86464,1116.135364
-21456,-20404.71122,1051.288777,,21456,20334.97855,1121.02145
-21492,-20439.10554,1052.894465,,21492,20368.96851,1123.031495
-21528,-20473.49726,1054.502736,,21528,20402.95505,1125.044946
-21564,-20507.88641,1056.113589,,21564,20436.9382,1127.061803
-21600,-20539.61446,1060.385536,,21600,20468.03803,1131.961972
-21636,-20573.99865,1062.001354,,21636,20502.01411,1133.985894
-21672,-20608.38025,1063.619753,,21672,20535.98677,1136.013225
-21708,-20642.75927,1065.240733,,21708,20569.95603,1138.043966
-21744,-20674.00102,1069.998983,,21744,20601.04178,1142.958225
-21780,-20708.37511,1071.624887,,21780,20635.00397,1144.996033
-21816,-20742.74663,1073.253369,,21816,20668.96275,1147.037254
-21852,-20777.11557,1074.88443,,21852,20702.91811,1149.081887
-21888,-20808.14694,1079.853062,,21888,20733.98976,1154.010243
-21924,-20842.51097,1081.489027,,21924,20767.93805,1156.061948
-21960,-20876.87243,1083.127569,,21960,20801.88293,1158.117067
-21996,-20911.23131,1084.768687,,21996,20835.8244,1160.175602
-22032,-20942.2536,1089.746398,,22032,20866.88194,1165.118064
-22068,-20976.60758,1091.392416,,22068,20900.81633,1167.183674
-22104,-21010.95899,1093.041009,,22104,20934.7473,1169.252702
-22140,-21045.30783,1094.692175,,22140,20968.67485,1171.325148
-22176,-21076.32104,1099.678957,,22176,20999.71828,1176.281722
-22212,-21110.66498,1101.33502,,22212,21033.63875,1178.361248
-22248,-21145.00635,1102.993654,,22248,21067.55581,1180.444193
-22284,-21179.34514,1104.65486,,22284,21101.46944,1182.53056
-22320,-21210.34929,1109.650705,,22320,21132.49875,1187.501254
-22356,-21244.6832,1111.316803,,22356,21166.4053,1189.594704
-22392,-21279.01453,1112.98547,,22392,21200.30842,1191.691577
-22428,-21313.34329,1114.656707,,22428,21234.20813,1193.791874
-22464,-21347.66949,1116.330512,,22464,21268.10441,1195.895595
-22500,-21378.66227,1121.337732,,22500,21299.11592,1200.88408
-22536,-21412.98358,1123.016424,,22536,21333.00511,1202.99489
-22572,-21447.30232,1124.697682,,22572,21366.89087,1205.109126
-22608,-21481.61849,1126.381507,,22608,21400.77321,1207.226789
-22644,-21512.60223,1131.397772,,22644,21431.77059,1212.229411
-22680,-21546.91352,1133.086479,,22680,21465.64583,1214.354167
-22716,-21581.22225,1134.777751,,22716,21499.51765,1216.482352
-22752,-21615.52841,1136.471587,,22752,21533.38603,1218.613967
-22788,-21646.50311,1141.49689,,22788,21564.36927,1223.630734
-22824,-21680.8044,1143.195604,,22824,21598.23055,1225.769445
-22860,-21715.10312,1144.89688,,22860,21632.08841,1227.911588
-22896,-21749.39928,1146.600718,,22896,21665.94284,1230.057165
-22932,-21780.36495,1151.63505,,22932,21696.91192,1235.088083
-22968,-21814.65624,1153.343762,,22968,21730.75924,1237.24076
-23004,-21848.94497,1155.055034,,23004,21764.60313,1239.396871
-23040,-21883.23113,1156.768865,,23040,21798.44358,1241.556418
-23076,-21914.18778,1161.81222,,23076,21829.3985,1246.601497
-23112,-21948.46908,1163.53092,,23112,21863.23185,1248.768147
-23148,-21982.74782,1165.252179,,23148,21897.06176,1250.938236
-23184,-22017.024,1166.975996,,23184,21930.88824,1253.111763
-23220,-22047.97164,1172.028364,,23220,21961.82899,1258.171009
-23256,-22082.24296,1173.757045,,23256,21995.64836,1260.351644
-23292,-22116.51172,1175.488282,,23292,22029.46428,1262.535719
-23328,-22150.77793,1177.222074,,23328,22063.27676,1264.723236
-23364,-22181.71655,1182.283448,,23364,22094.20334,1269.796658
-23400,-22215.9779,1184.022101,,23400,22128.00871,1271.991286
-23436,-22250.23669,1185.763308,,23436,22161.81064,1274.189358
-23472,-22284.49293,1187.507067,,23472,22195.60913,1276.390873
-23508,-22315.42256,1192.57744,,23508,22226.52152,1281.478479
-23544,-22349.67394,1194.326056,,23544,22260.31289,1283.68711
-23580,-22383.92278,1196.077223,,23580,22294.10081,1285.899187
-23616,-22418.16906,1197.830941,,23616,22327.88529,1288.11471
-23652,-22449.0897,1202.910304,,23652,22358.78349,1293.216508
-23688,-22483.33113,1204.668874,,23688,22392.56085,1295.439152
-23724,-22517.57001,1206.429994,,23724,22426.33476,1297.665244
-23760,-22551.80634,1208.193662,,23760,22460.10522,1299.894785
-23796,-22582.71799,1213.282007,,23796,22490.98922,1305.010782
-23832,-22616.94948,1215.050523,,23832,22524.75255,1307.247448
-23868,-22651.17841,1216.821586,,23868,22558.51244,1309.487564
-23904,-22685.4048,1218.595195,,23904,22592.26887,1311.731132
-23940,-22716.30749,1223.692515,,23940,22623.13866,1316.861338
-23976,-22750.52903,1225.470968,,23976,22656.88797,1319.112034
-24012,-22784.74803,1227.251966,,24012,22690.63382,1321.366184
-24048,-22818.96449,1229.035508,,24048,22724.37621,1323.623789
-24084,-22849.85821,1234.141794,,24084,22755.23179,1328.768211
-24120,-22884.06982,1235.930176,,24120,22788.96705,1331.032948
-24156,-22918.2789,1237.7211,,24156,22822.69886,1333.301141
-24192,-22952.48543,1239.514566,,24192,22856.42721,1335.572793
-24228,-22983.37019,1244.629811,,24228,22887.26856,1340.731438
-24264,-23017.57189,1246.428112,,24264,22920.98978,1343.010225
-24300,-23051.77105,1248.228954,,24300,22954.70753,1345.292472
-24336,-23085.96766,1250.032335,,24336,22988.42182,1347.578178
-24372,-23116.84347,1255.156531,,24372,23019.24894,1352.751055
-24408,-23151.03526,1256.964744,,24408,23052.9561,1355.043902
-24444,-23185.22451,1258.775495,,24444,23086.65979,1357.340211
-24480,-23219.41122,1260.588783,,24480,23120.36002,1359.639983
-24516,-23250.27808,1265.721922,,24516,23151.1729,1364.827101
-24552,-23284.45996,1267.540037,,24552,23184.86598,1367.134017
-24588,-23318.63931,1269.360688,,24588,23218.5556,1369.444397
-24624,-23352.81613,1271.183874,,24624,23252.24176,1371.758244
-24660,-23383.67405,1276.32595,,24660,23283.04039,1376.95961
-24696,-23417.84604,1278.153959,,24696,23316.7194,1379.280604
-24732,-23452.0155,1279.984501,,24732,23350.39493,1381.605066
-24768,-23482.86678,1285.133218,,24768,23381.18299,1386.817006
-24804,-23517.03142,1286.96858,,24804,23414.85138,1389.148619
-24840,-23551.19353,1288.806475,,24840,23448.5163,1391.483702
-24876,-23585.3531,1290.6469,,24876,23482.17774,1393.822255
-24912,-23616.19546,1295.804539,,24912,23512.95154,1399.048458
-24948,-23650.35022,1297.64978,,24948,23546.60583,1401.394166
-24984,-23684.50245,1299.497551,,24984,23580.25665,1403.743347
-25020,-23718.65215,1301.347852,,25020,23613.904,1406.096
-25056,-23749.4856,1306.514405,,25056,23644.66353,1411.336475
-25092,-23783.63048,1308.369517,,25092,23678.30371,1413.696288
-25128,-23817.77284,1310.227156,,25128,23711.94042,1416.059575
-25164,-23851.91268,1312.087322,,25164,23745.57366,1418.426338
-25200,-23882.73722,1317.262782,,25200,23776.31891,1423.681093
-25236,-23916.87224,1319.127755,,25236,23809.94498,1426.05502
-25272,-23951.00475,1320.995254,,25272,23843.56758,1428.432424
-25308,-23985.13472,1322.865278,,25308,23877.18669,1430.813307
-25344,-24015.95036,1328.049637,,25344,23907.91765,1436.08235
-25380,-24050.07554,1329.924464,,25380,23941.5296,1438.4704
-25416,-24084.19819,1331.801814,,25416,23975.13807,1440.861931
-25452,-24118.31831,1333.681687,,25452,24008.74306,1443.256942
-25488,-24149.12506,1338.874936,,25488,24039.45972,1448.540282
-25524,-24183.24039,1340.759608,,25524,24073.05753,1450.942466
-25560,-24217.3532,1342.646801,,25560,24106.65187,1453.348132
-25596,-24251.46349,1344.536514,,25596,24140.24272,1455.757281
-25632,-24282.26135,1349.738647,,25632,24170.94507,1461.054927
-25668,-24316.36684,1351.633155,,25668,24204.52875,1463.471253
-25704,-24350.46982,1353.530182,,25704,24238.10894,1465.891064
-25740,-24384.57027,1355.429727,,25740,24271.68564,1468.314362
-25776,-24415.35926,1360.640736,,25776,24302.37368,1473.626321
-25812,-24449.45493,1362.545072,,25812,24335.9432,1476.056799
-25848,-24483.54808,1364.451924,,25848,24369.50923,1478.490765
-25884,-24517.63871,1366.361293,,25884,24403.07178,1480.92822
-25920,-24548.41883,1371.58117,,25920,24432.91658,1487.083415
-25956,-24582.50467,1373.495325,,25956,24466.47189,1489.528114
-25992,-24616.58801,1375.411995,,25992,24500.0237,1491.976303
-26028,-24650.66882,1377.331178,,26028,24533.57202,1494.427983
-26064,-24681.44008,1382.559916,,26064,24563.32787,1500.672129
-26100,-24715.51612,1384.483882,,26100,24596.86894,1503.131062
-26136,-24749.58964,1386.41036,,26136,24630.40651,1505.593488
-26172,-24783.66065,1388.33935,,26172,24663.94059,1508.059409
-26208,-24814.42306,1393.576941,,26208,24693.68226,1514.317742
-26244,-24848.48929,1395.510709,,26244,24727.20908,1516.790918
-26280,-24882.55301,1397.446987,,26280,24760.73241,1519.267591
-26316,-24916.61423,1399.385775,,26316,24794.25224,1521.74776
-26352,-24947.36779,1404.632211,,26352,24823.97971,1528.020291
-26388,-24981.42423,1406.575773,,26388,24857.49228,1530.507721
-26424,-25015.47816,1408.521843,,26424,24891.00135,1532.998648
-26460,-25049.52958,1410.47042,,26460,24924.50692,1535.493075
-26496,-25080.27431,1415.725694,,26496,24954.22019,1541.779815
-26532,-25114.32096,1417.679041,,26532,24987.71849,1544.281506
-26568,-25148.36511,1419.634895,,26568,25021.2133,1546.786698
-26604,-25182.40675,1421.593253,,26604,25054.70461,1549.295391
-26640,-25213.14264,1426.857357,,26640,25084.40365,1555.59635
-26676,-25247.17952,1428.820481,,26676,25117.88769,1558.112312
-26712,-25281.21389,1430.786109,,26712,25151.36822,1560.631777
-26748,-25315.24576,1432.75424,,26748,25184.84525,1563.154746
-26784,-25345.97283,1438.027167,,26784,25214.53007,1569.469934
-26820,-25379.99994,1440.00006,,26820,25247.99982,1572.000176
-26856,-25414.02455,1441.975454,,26856,25281.46608,1574.533923
-26892,-25448.04665,1443.953349,,26892,25314.92882,1577.071177
-26928,-25478.76491,1449.235091,,26928,25344.59939,1583.400605
-26964,-25512.78226,1451.217744,,26964,25378.05486,1585.945135
-27000,-25546.7971,1453.202896,,27000,25411.50683,1588.493174
-27036,-25580.80945,1455.190547,,27036,25444.95528,1591.044721
-27072,-25611.5189,1460.481096,,27072,25474.6116,1597.388401
-27108,-25645.5265,1462.4735,,27108,25508.05277,1599.947228
-27144,-25679.5316,1464.468403,,27144,25541.49043,1602.509567
-27180,-25713.5342,1466.465801,,27180,25574.92458,1605.075417
-27216,-25744.23485,1471.765149,,27216,25604.56664,1611.433358
-27252,-25778.2327,1473.767298,,27252,25637.99351,1614.006493
-27288,-25812.22806,1475.771941,,27288,25671.41686,1616.583141
-27324,-25846.22092,1477.779079,,27324,25704.8367,1619.163303
-27360,-25876.91278,1483.087219,,27360,25734.46448,1625.535515
-27396,-25910.9009,1485.099102,,27396,25767.87703,1628.122966
-27432,-25944.88652,1487.113478,,27432,25801.28607,1630.713932
-27468,-25978.86965,1489.130347,,27468,25834.69158,1633.308415
-27504,-26009.55273,1494.447272,,27504,25864.30509,1639.69491
-27540,-26043.53112,1496.468882,,27540,25897.70331,1642.296686
-27576,-26077.50702,1498.492982,,27576,25931.09802,1644.90198
-27612,-26111.48043,1500.519573,,27612,25964.48921,1647.510793
-27648,-26142.15472,1505.845275,,27648,25994.08842,1653.911581
-27684,-26176.1234,1507.876603,,27684,26027.47231,1656.527691
-27720,-26210.08958,1509.91042,,27720,26060.85268,1659.147321
-27756,-26244.05327,1511.946725,,27756,26094.22953,1661.770474
-27792,-26274.7188,1517.281197,,27792,26123.81443,1668.185565
-27828,-26308.67777,1519.322235,,27828,26157.18398,1670.816018
-27864,-26342.63424,1521.365759,,27864,26190.55001,1673.449995
-27900,-26376.58823,1523.41177,,27900,26223.9125,1676.087495
-27936,-26407.245,1528.755004,,27936,26253.4831,1682.516901
-27972,-26441.19426,1530.805743,,27972,26286.83829,1685.161706
-28008,-26475.14103,1532.858968,,28008,26320.18996,1687.810038
-28044,-26509.08532,1534.914676,,28044,26353.5381,1690.461896
-28080,-26539.73334,1540.266664,,28080,26383.09437,1696.905627
-28116,-26573.6729,1542.327097,,28116,26416.43521,1699.564794
-28152,-26607.60999,1544.390012,,28152,26449.77251,1702.227489
-28188,-26641.54459,1546.455409,,28188,26483.10629,1704.893714
-28224,-26675.47671,1548.523288,,28224,26516.43653,1707.56347
-28260,-26706.11374,1553.886263,,28260,26545.97468,1714.025318
-28296,-26740.04114,1555.958861,,28296,26579.29761,1716.702387
-28332,-26773.96606,1558.033939,,28332,26612.61701,1719.382988
-28368,-26807.8885,1560.111496,,28368,26645.93288,1722.067122
-28404,-26838.51679,1565.483208,,28404,26675.45668,1728.543318
-28440,-26872.43452,1567.565481,,28440,26708.76523,1731.234769
-28476,-26906.34977,1569.650232,,28476,26742.07024,1733.929756
-28512,-26940.26254,1571.737459,,28512,26775.37172,1736.628277
-28548,-26970.8821,1577.117902,,28548,26804.88117,1743.118831
-28584,-27004.79016,1579.209841,,28584,26838.17533,1745.824674
-28620,-27038.69574,1581.304256,,28620,26871.46594,1748.534055
-28656,-27072.59885,1583.401145,,28656,26904.75303,1751.246974
-28692,-27103.20969,1588.790311,,28692,26934.2481,1757.751896
-28728,-27137.10809,1590.891908,,28728,26967.52786,1760.472141
-28764,-27171.00402,1592.995979,,28764,27000.80407,1763.195925
-28800,-27204.89748,1595.102522,,28800,27034.07675,1765.92325
-28836,-27235.4996,1600.500403,,28836,27063.55745,1772.442552
-28872,-27269.38835,1602.61165,,28872,27096.82279,1775.177207
-28908,-27303.27463,1604.725369,,28908,27130.0846,1777.915404
-28944,-27337.15844,1606.841558,,28944,27163.34286,1780.657145
-28980,-27367.24049,1612.759509,,28980,27192.80916,1787.190836
-29016,-27401.11964,1614.880361,,29016,27226.06009,1789.939911
-29052,-27434.99632,1617.003682,,29052,27259.30747,1792.692531
-29088,-27468.87053,1619.129471,,29088,27292.5513,1795.448696
-29124,-27498.68769,1625.312309,,29124,27322.00321,1801.996788
-29160,-27532.55726,1627.442738,,29160,27355.23971,1804.760292
-29196,-27566.42437,1629.575635,,29196,27388.47266,1807.527344
-29232,-27596.23527,1635.764728,,29232,27417.91395,1814.086053
-29268,-27630.09774,1637.902261,,29268,27451.13955,1816.860446
-29304,-27663.95774,1640.04226,,29304,27484.36161,1819.638389
-29340,-27697.81528,1642.184723,,29340,27517.58012,1822.419881
-29376,-27727.61776,1648.382237,,29376,27547.00699,1828.993011
-29412,-27761.47067,1650.529334,,29412,27580.21815,1831.781849
-29448,-27795.32111,1652.678894,,29448,27613.42576,1834.574239
-29484,-27829.16908,1654.830916,,29484,27646.62982,1837.370182
-29520,-27858.96316,1661.036843,,29520,27676.04226,1843.957742
-29556,-27892.80651,1663.193495,,29556,27709.23896,1846.761035
-29592,-27926.64739,1665.352608,,29592,27742.43212,1849.567883
-29628,-27960.48582,1667.514182,,29628,27775.62171,1852.378285
-29664,-27990.27149,1673.728515,,29664,27805.01971,1858.980287
-29700,-28024.10529,1675.894714,,29700,27838.20196,1861.798044
-29736,-28057.93663,1678.063372,,29736,27871.38064,1864.619358
-29772,-28091.76551,1680.234489,,29772,27904.55577,1867.44423
-29808,-28121.54278,1686.457221,,29808,27933.93932,1874.060684
-29844,-28155.36704,1688.632959,,29844,27967.10709,1876.892914
-29880,-28189.18885,1690.811155,,29880,28000.2713,1879.728704
-29916,-28223.00819,1692.991806,,29916,28033.43195,1882.568054
-29952,-28252.77707,1699.22293,,29952,28062.80103,1889.198971
-29988,-28286.5918,1701.408199,,29988,28095.95432,1892.045684
-30024,-28320.40408,1703.595924,,30024,28129.10404,1894.895959
-30060,-28354.2139,1705.786102,,30060,28162.2502,1897.749798
-30096,-28383.97439,1712.025611,,30096,28191.60481,1904.395188
-30132,-28417.7796,1714.220403,,30132,28224.74361,1907.256393
-30168,-28451.58235,1716.417648,,30168,28257.87884,1910.121164
-30204,-28485.38265,1718.617346,,30204,28291.0105,1912.989499
-30240,-28515.13477,1724.865232,,30240,28320.35063,1919.649373
-30276,-28548.93046,1727.069539,,30276,28353.47492,1922.525081
-30312,-28582.7237,1729.276298,,30312,28386.59564,1925.404356
-30348,-28616.51449,1731.485506,,30348,28419.7128,1928.287198
-30384,-28646.25824,1737.741763,,30384,28449.03843,1934.961567
-30420,-28680.04442,1739.955577,,30420,28482.14821,1937.851786
-30456,-28713.82816,1742.17184,,30456,28515.25443,1940.745574
-30492,-28747.60945,1744.390551,,30492,28548.35707,1943.642934
-30528,-28777.34483,1750.655171,,30528,28577.66819,1950.331808
-30564,-28811.12152,1752.878485,,30564,28610.76345,1953.236547
